"porifera","bryozoa","ascidiacea","foraminifera","other_algae","annelida","prokariotic_biotas","Bivalvia","Hydrozoa","Cirripedia","bare_plate","sediment","CCA"
0,2.9410553622532,0,0,0,5.88314014535422,5.88314014535422,0,11.7642214490128,0,17.647361594367,47.057915216899,8.82316608675959
0,18.1819118465247,15.151764924066,0,0,18.1819118465248,3.03014692245874,0,0,0,36.3638236930495,0,9.09044076737621
0,4.0819591804082,2.0409795902041,14.2858571414286,0,0,6.12193878061219,0,2.0409795902041,0,22.4487755122449,26.5307346926531,22.4487755122449
0,2.083,2.083,8.333,0,0,6.25,0,8.333,0,54.168,0,18.75
0,0,4.5459545404546,6.81793182068179,0,9.09090909090909,6.8189318106819,0,2.2729772702273,0,43.1805681943181,11.3638863611364,15.9088409115909
0,2.5,7.5,0,0,17.5,10,0,0,0,55,0,7.5
2,2,4,20,0,0,12,0,22,0,16,16,8
2.041,2.041,4.082,10.204,0,2.041,8.163,0,10.204,2.041,55.101,2.041,4.082
2.3810238102381,7.1430714307143,4.7620476204762,16.6661666616666,0,9.52409524095241,9.52409524095241,0,9.52309523095231,0,19.0481904819048,14.2861428614286,9.52309523095231
0,0,7.69230769230768,0,0,15.3846153846154,20.5128205128205,0,0,0,48.7179487179487,0,7.69230769230769
2.041,2.041,2.041,20.408,0,4.082,0,0,8.163,0,6.122,26.531,30.612
4.082,4.082,0,18.367,0,0,10.204,2.041,0,6.122,53.062,0,6.122
0,8.889,2.222,2.222,0,15.556,8.889,0,2.222,0,33.333,6.667,20
0,5.882,5.882,0,0,2.941,11.765,0,5.882,0,58.824,0,8.824
0,0,0,14.5831458314583,0,0,18.7491874918749,0,18.750187501875,0,22.9172291722917,8.33308333083331,16.6671666716667
2.083,2.083,16.667,4.167,0,0,10.417,0,2.083,0,52.083,4.167,8.333
0,0,2.5,0,0,7.5,10,2.5,5,0,17.5,22.5,32.5
0,16.6673518469033,2.77806326954305,0,0,8.33316203827417,19.4443873460914,0,11.1101975374622,0,27.7775493843656,0,13.8892885773603
2.083,2.083,0,37.5,0,2.083,6.25,0,0,0,22.917,6.25,22.917
2,2,6,12,0,0,12,2,8,0,36,2,20
2.5,7.5,2.5,0,0,2.5,5,0,5,0,35,15,27.5
2.1739782602174,13.0438695613044,10.869891301087,0,0,13.0438695613044,8.69591304086959,0,4.3479565204348,0,26.0857391426086,2.1739782602174,21.7387826121739
4.0819591804082,4.0819591804082,6.1229387706123,18.3668163318367,0,2.0409795902041,4.0819591804082,2.0409795902041,6.12193878061219,2.0409795902041,26.5307346926531,6.12193878061219,22.4487755122449
2.08352473994222,29.1673046886963,6.24955338457926,12.5001276044059,0,0,6.24955338457926,0,10.4166028644637,4.16704947988444,18.7496809889852,0,12.5001276044059
2.6319736802632,2.6319736802632,0,2.6319736802632,0,7.89492105078949,2.6319736802632,2.6319736802632,0,2.6319736802632,23.6827631723683,15.789842101579,39.4726052739473
0,20.5132051320513,0,12.820128201282,0,15.3851538515385,10.2561025610256,2.5640256402564,0,0,30.7693076930769,0,7.69207692076921
0,0,0,10,0,0,8,2,16,2,16,10,36
2.38168706643353,2.38168706643353,0,9.52331973348876,0,2.38168706643353,7.1439183552188,0,11.9038639558405,0,57.1422040890961,0,9.52331973348876
0,4.76190476190476,2.38095238095238,4.76190476190476,0,11.9047619047619,9.52380952380952,2.38095238095238,14.2857142857143,0,16.6666666666667,14.2857142857143,19.047619047619
2.70305406108122,16.2163243264865,2.70305406108122,0,0,13.5132702654053,13.5132702654053,2.70305406108122,8.10816216324327,0,32.4326486529731,0,10.8102162043241
0,0,0,20,0,0,16,0,10,0,24,8,22
2.1270212702127,2.1270212702127,6.38306383063831,6.38306383063831,0,4.2560425604256,6.3830638306383,0,14.8931489314893,6.38306383063831,40.4254042540425,0,12.7661276612766
0,0,0,5.40494595054049,0,5.4059459405406,13.5128648713513,13.5138648613514,16.2158378416216,0,18.9188108118919,13.5138648613514,13.5138648613514
0,5.2639473605264,0,2.6319736802632,2.6319736802632,10.5268947310527,10.5268947310527,0,18.419815801842,0,39.4726052739473,0,10.5258947410526
0,0,0,40,0,0,10,0,10,0,10,10,20
0,2.0409795902041,0,26.5307346926531,0,0,6.1229387706123,0,22.4487755122449,0,22.4487755122449,0,20.4077959220408
0,0,0,5.405,0,10.81,18.92,0,8.108,0,35.135,10.811,10.811
0,18.918,8.108,2.703,0,2.703,2.703,0,2.703,0,35.135,0,27.027
0,2.041,6.122,16.327,0,4.082,10.204,0,6.122,0,20.408,4.082,30.612
0,4.1669583304167,0,22.9167708322917,0,10.4168958310417,14.5828541714583,0,10.4168958310417,0,12.49987500125,0,24.9997500025
0,0,2.7030635404792,5.40510008113299,0,10.8112271620914,10.8112271620914,2.7030635404792,10.810200162266,0,21.6214273243574,8.10816362161218,27.0265274054903
2.6319736802632,15.789842101579,5.2639473605264,0,0,5.2639473605264,15.789842101579,5.26294737052629,5.26294737052629,0,36.8406315936841,0,10.5258947410526
0,4,0,40,0,2,22,0,2,0,10,12,8
2.1279787202128,4.2559574404256,6.38293617063829,19.1488085119149,0,6.38293617063829,4.2549574504255,2.1279787202128,10.6378936210638,0,40.4255957440426,0,6.38293617063829
5.4050540505405,2.7030270302703,0,24.3242432424324,0,10.8111081110811,27.0262702627026,0,2.7030270302703,0,2.7030270302703,18.9191891918919,5.4050540505405
2.5,15,12.5,5,0,5,5,2.5,5,0,37.5,0,12.5
6,0,0,28,0,8,20,8,8,0,4,6,12
4.3479565204348,4.3479565204348,2.1739782602174,6.52193478065219,0,6.52193478065219,4.3479565204348,2.1739782602174,0,0,32.6086739132609,2.1739782602174,34.7816521834782
0,6.25038671754151,0,6.24935547076416,0,24.9994843766113,3.12467773538208,0,15.6254511704651,0,6.25038671754151,18.7501289058472,18.7501289058472
0,5.2639473605264,0,5.2639473605264,0,21.0527894721053,5.26294737052629,0,15.789842101579,0,18.4208157918421,0,28.9457105428946
0,2,0,24,0,8,2,0,14,0,2,12,36
0,18.3668163318367,0,24.489755102449,0,2.0409795902041,10.2038979610204,0,10.2038979610204,0,16.3268367316327,2.0409795902041,16.3268367316327
0,4.65168631303209,0,9.30234937786509,0,34.8835543549443,0,0,6.97650622134905,0,13.9530124426981,18.6046987557302,11.6281925343811
2.50002500025,20.000200002,0,2.50002500025,0,15.0001500015,10.000100001,0,7.50007500075001,0,29.9992999929999,0,15.0001500015
0,12.5,0,29.1666666666667,4.16666666666667,4.16666666666667,2.08333333333333,0,0,0,2.08333333333333,27.0833333333333,18.75
2,34,0,32,2,0,10,0,2,2,8,0,10
0,9.30190698093019,0,4.65095349046509,0,27.9067209327907,4.6519534804652,0,2.3259767402326,0,6.97693023069769,16.2788372116279,27.9067209327907
0,18.4204473865784,2.63192104236873,2.63192104236873,0,21.0523684289471,5.26384208473746,2.63192104236873,2.63192104236873,2.63192104236873,31.5780526584202,0,10.5256842294731
2.04081632653061,14.2857142857143,2.04081632653061,32.6530612244898,0,0,2.04081632653061,0,2.04081632653061,0,4.08163265306122,16.3265306122449,26.530612244898
0,22.4487755122449,2.0409795902041,24.489755102449,0,2.0409795902041,2.0409795902041,0,6.12193878061219,2.0409795902041,24.489755102449,0,14.2858571414286
0,7.31729803929603,0,12.19549673216,0,12.1954967321601,2.43909934643201,0,9.75537298449057,0,12.1954967321601,9.75537298449057,34.1463664488107
0,17.1431714317143,14.2851428514285,0,0,8.57108571085711,14.2861428614286,0,5.71405714057141,0,20.000200002,0,20.000200002
2,46,2,18,2,4,2,0,2,0,0,4,20
2,32,0,24,0,14,4,0,10,0,6,0,10
0,2.77814892851637,0,13.8886890384912,0,30.5555270054987,0,0,11.1105401099748,0,8.33341898350378,16.6668379670076,16.6668379670076
0,29.2682926829268,0,7.31707317073171,0,4.8780487804878,4.8780487804878,0,12.1951219512195,0,29.2682926829268,0,12.1951219512195
0,0,0,46.939,0,0,2.041,0,14.286,0,0,18.367,18.367
0,2,0,24,0,2,6,0,18,0,20,0,28
0,2.50002500025,2.50002500025,12.50012500125,0,29.9992999929999,5.00005000050001,0,2.50002500025,0,5.00005000050001,20.000200002,20.000200002
0,40.5398853191669,2.70258875115946,0,0,13.5139978075723,8.10776625347837,0,2.70258875115946,0,16.2165865587318,0,16.2165865587318
0,4.34853686447605,0,32.6078960274644,0,6.52178355402975,0,0,8.69503024358345,0,6.52178355402975,13.0435671080595,28.261402648357
0,0,4.2559574404256,17.0218297817022,0,2.1269787302127,14.8928510714893,0,4.2559574404256,0,40.4245957540425,0,17.0218297817022
0,5.26294182848228,0,2.63147091424114,0,21.0527936286383,2.63147091424114,2.63147091424114,2.63147091424114,0,18.4213227143971,26.3157354571206,18.4213227143971
4.87819869286402,17.0726710237866,7.31729803929603,0,0,9.75639738572804,4.87819869286402,0,0,0,43.9027638345387,0,17.0726710237866
2.0829791702083,6.249937500625,0,20.8327916720833,4.1669583304167,4.1669583304167,8.33291667083329,0,0,0,4.1669583304167,35.4166458335417,16.6668333316667
6,14,0,26,0,4,20,0,4,0,18,0,14
0,2.7031190625353,2.7031190625353,0,0,24.3249905000565,5.40521110415019,0,5.40521110415019,0,5.40521110415019,35.1343856874365,18.9187523749859
8.10785171443328,29.7298436824741,2.70261723814443,0,0,27.0272264443297,5.40523447628886,8.10785171443328,2.70261723814443,0,13.5141402536075,0,10.8104689525777
4.08163265306122,8.16326530612244,2.04081632653061,28.5714285714285,0,4.08163265306122,4.08163265306122,0,2.04081632653061,0,0,20.4081632653061,28.5714285714286
2,0,0,42,0,0,2,0,14,0,14,4,22
0,0,0,2.5,0,2.5,10,0,32.5,0,22.5,17.5,12.5
0,5.714,0,2.857,0,14.286,28.572,0,14.286,0,19.999,0,14.286
0,0,0,46,0,4,6,0,16,0,2,8,18
0,24.49,0,14.286,0,8.163,2.041,0,20.408,0,24.49,0,6.122
0,2.63194736105278,2.63194736105278,2.63194736105278,7.89484210315794,10.5257894842103,5.26389472210556,0,7.89484210315794,0,23.6835263294734,13.1577368452631,23.6835263294734
0,15.1520936744304,3.03020660981715,0,0,6.061473844979,18.1812396589029,0,3.03020660981715,0,33.3333333333333,0,21.21144626872
0,6.38306383063831,6.3830638306383,46.8084680846808,2.1270212702127,4.2560425604256,2.1270212702127,0,6.38306383063831,0,0,6.38306383063831,19.1491914919149
2,18,0,18,0,14,8,0,4,0,18,2,18
0,0,2.703,5.405,8.108,13.514,21.622,0,16.216,0,16.216,8.108,8.108
3.030030300303,21.2122121221212,6.060060600606,3.030030300303,0,18.1821818218182,6.06006060060601,0,15.1521515215152,0,21.2122121221212,0,9.09109091090911
2.083,14.583,4.167,45.833,0,4.167,8.333,0,0,0,6.25,0,16.667
2.0409795902041,40.8155918440816,2.0409795902041,14.2858571414286,0,4.0819591804082,2.0409795902041,0,14.2858571414286,0,10.2038979610204,2.0409795902041,8.16291837081629
0,7.5,0,10,0,7.5,10,0,17.5,0,20,10,17.5
2.63194736105278,26.3154736905262,5.26389472210556,0,0,13.1577368452631,2.63194736105278,0,21.052578948421,0,13.1577368452631,0,18.4206315873683
2.041,10.204,2.041,28.571,0,10.204,12.245,0,6.122,0,4.082,0,26.531
0,34.6936530634694,0,6.12193878061219,0,4.0819591804082,14.2858571414286,0,4.0819591804082,0,16.3268367316327,2.0409795902041,18.3668163318367
0,0,2.32595348093038,0,0,6.97686046279074,13.9537209255815,0,20.9295814083718,0,13.9537209255815,23.2555348893022,18.6046279074419
0,2.4390243902439,2.4390243902439,0,0,9.75609756097561,17.0731707317073,2.4390243902439,9.75609756097561,0,41.4634146341463,0,14.6341463414634
0,0,0,27.0835034708044,0,2.08350347080441,14.5835034708044,0,8.33299305839118,0,10.4164965291956,12.5,25
0,0,6.122,14.286,0,10.204,12.244,0,16.327,0,24.49,0,16.327
0,0,0,2.564,0,20.513,17.949,0,0,0,23.077,10.256,25.641
0,20,7.5,5,0,2.5,10,0,0,0,47.5,0,7.5
0,4,0,44,0,0,6,0,2,0,20,4,20
0,12,6,28,0,6,6,0,8,0,14,0,20
0,0,0,7.5,2.5,5,20,0,5,0,40,12.5,7.5
0,4.7619523804762,23.809761902381,0,0,7.1429285707143,9.5239047609524,0,2.3809761902381,0,42.8565714342857,0,9.52390476095239
0,2.084,0,20.833,0,10.416,6.251,0,12.5,0,8.333,16.667,22.916
4.0820408204082,8.1640816408164,18.3671836718367,18.3671836718367,0,6.12206122061221,10.2041020410204,0,8.16308163081631,2.0410204102041,8.16308163081631,0,18.3671836718367
0,0,0,2.7029729702703,0,21.6217837821622,16.2158378416216,0,13.5138648613514,0,8.10791892081079,27.0267297327027,10.8108918910811
4.76190476190476,19.0476190476191,14.2857142857143,2.38095238095238,0,7.14285714285714,4.76190476190476,0,14.2857142857143,0,14.2857142857143,0,21.4285714285714
0,6,2,40,0,2,8,0,6,0,8,16,12
0,17.7786864298492,11.1106567850754,22.2223358037312,0,8.88832098134424,11.1106567850754,0,4.4446716074623,0,6.66598517761308,2.22233580373115,15.5563506261181
0,0,0,18.9191891918919,2.7030270302703,24.3242432424324,0,0,0,0,13.5131351313513,8.10808108081081,32.4323243232432
0,2.5,0,5,0,10,17.5,0,7.5,0,27.5,2.5,27.5
2.08352473994222,2.08352473994222,0,54.1655182270133,0,4.16704947988444,10.4166028644637,0,2.08352473994222,0,2.08352473994222,4.16704947988444,20.8332057289274
2.0839791602084,6.2509374906251,0,43.7485625143749,0,0,4.1679583204168,0,8.33291667083329,0,16.6668333316667,0,20.8327916720833
2.4390243902439,0,0,14.6341463414634,0,12.1951219512195,0,0,7.31707317073171,0,12.1951219512195,19.5121951219512,31.7073170731707
7.3170731707317,9.75609756097561,4.8780487804878,0,0,12.1951219512195,9.75609756097561,0,0,0,34.1463414634146,0,24.390243902439
2.041,2.041,0,53.061,0,2.041,2.041,0,0,0,6.122,10.204,24.49
6.12193878061219,10.2038979610204,0,46.9385306146939,2.0409795902041,2.0409795902041,0,0,4.0819591804082,0,16.3268367316327,0,18.3668163318367
0,15.790157901579,0,21.0522105221052,2.6310263102631,5.26305263052631,0,0,0,0,15.790157901579,2.6310263102631,36.8423684236842
0,19.4438055619444,13.8888611113889,0,0,2.7779722202778,5.5559444405556,0,2.7779722202778,0,27.7777222227778,0,27.7777222227778
0,2.128,0,61.702,0,0,0,0,0,0,6.383,6.383,23.404
4.08163265306122,22.4489795918367,0,28.5714285714286,0,4.08163265306122,0,0,10.2040816326531,0,10.2040816326531,0,24.4897959183673
0,14.7063062321138,0,5.8821107245064,0,23.5294723188734,0,2.9410553622532,8.82316608675959,0,17.647361594367,8.82316608675959,17.647361594367
0,22.2222222222222,8.8880888808888,0,0,11.1111111111111,8.88908889088891,6.66706667066671,2.2220222202222,0,22.2222222222222,0,17.7781777817778
2.0830208302083,4.1660416604166,0,29.1662916629166,2.0830208302083,0,4.1670416704167,0,0,0,4.1670416704167,22.9172291722917,33.3333333333333
4,20,0,20,2,2,8,4,8,0,20,0,16
0,0,0,0,0,18.4213227143971,5.26294182848229,0,0,0,15.789851800156,28.9472063713617,31.5786772856029
8.1639183608164,4.0819591804082,0,6.1229387706123,0,6.12193878061219,16.3268367316327,0,2.0409795902041,0,8.16291837081629,26.529734702653,22.4487755122449
0,0,0,0,0,29.7305069427327,16.2157998521075,0,2.70211979295046,0,16.2168268835757,8.10738641031961,27.027360118314
0,14.2858571414286,0,6.12193878061219,0,16.3268367316327,14.2858571414286,2.0409795902041,2.0409795902041,0,14.2858571414286,0,30.6116938830612
5.55511110222204,0,8.33316666333327,2.77805556111122,0,5.55511110222204,11.1102222044441,0,2.77805556111122,0,33.3336666733335,0,30.5566111322226
8.333,16.667,0,8.333,0,4.167,6.25,0,10.417,0,16.667,2.083,27.083
0,0,0,6.06006060060601,0,24.2432424324243,0,0,6.06006060060601,0,3.030030300303,30.3033030330303,30.3033030330303
2.08348220210084,0,4.16696440420167,4.16696440420168,0,0,8.33392880840334,0,4.16696440420167,0,37.4996171945979,18.7492981900961,20.8327803921969
2.7029729702703,0,2.7029729702703,8.10791892081079,0,24.3247567524325,0,2.7029729702703,10.8108918910811,0,8.10791892081079,16.2158378416216,24.3237567624324
0,0,0,27.659723402766,0,34.0426595734043,8.509914900851,0,2.1279787202128,0,0,2.1279787202128,25.5317446825532
8.571,14.285,40,2.858,0,5.714,2.858,0,0,0,14.285,2.858,8.571
12,0,0,48,0,16,8,0,2,0,2,2,10
0,0,0,0,0,39.99979428736,8.57204570934861,0,2.85734856978287,0,8.57101714614855,14.2857142857143,25.7140800016457
16.3268367316327,8.16291837081629,0,6.1229387706123,0,4.0819591804082,6.1229387706123,0,0,0,4.0819591804082,24.489755102449,30.6106938930611
3.226,6.452,0,6.452,0,25.806,0,0,0,0,3.226,25.806,32.258
0,40,15.556,0,0,0,2.222,0,20,0,0,8.889,13.333
7.40614812296246,3.70307406148123,18.5193703874078,0,0,0,3.70307406148123,3.70307406148123,3.70307406148123,0,37.0387407748155,0,22.2234444688894
4.25577547643851,4.25577547643851,8.51052964846703,4.25475417202852,0,8.51052964846702,6.38213125804278,0,0,0,4.25577547643851,25.5315889454011,21.2768347733725
